loyalty_number,total_flights_historical,total_distance_historical,total_points_accumulated,total_points_redeemed,tenure_months,clv,loyalty_card,salary,province,marital_status,education,gender,enrollment_year,churned
116207,14,25324.0,25324.0,0,18,6625.29,Nova,62245.0,Quebec,Married,Bachelor,Female,2017,1
116288,22,32173.0,32173.0,1051,18,2497.46,Star,50072.0,Ontario,Married,Bachelor,Female,2017,0
116332,31,48936.0,48936.0,895,18,9386.75,Aurora,62706.0,Ontario,Married,Bachelor,Female,2012,0
116372,26,37659.0,37659.0,0,18,8886.61,Star,95638.0,Ontario,Single,Bachelor,Female,2015,0
116703,20,33528.0,33528.0,985,18,2702.38,Star,65838.0,British Columbia,Married,Bachelor,Male,2014,0
116732,6,9189.0,9189.0,0,18,13681.71,Aurora,72583.0,British Columbia,Married,Bachelor,Male,2017,0
116735,29,30652.0,30652.0,804,18,27443.47,Aurora,92144.0,British Columbia,Married,Bachelor,Male,2015,0
116895,12,6828.0,10242.0,0,5,19378.91,Nova,299899.0,Ontario,Married,Doctor,Female,2018,0
116932,22,33046.0,33046.0,888,18,14435.66,Nova,83568.0,British Columbia,Divorced,Bachelor,Male,2016,0
116948,7,8828.0,8828.0,388,18,4349.31,Nova,87262.0,Yukon,Married,Bachelor,Male,2017,0
116999,28,43676.0,43676.0,0,18,14228.23,Aurora,55066.0,New Brunswick,Married,Bachelor,Male,2014,0
117033,24,28327.0,28327.0,328,18,5657.81,Star,49139.0,Ontario,Married,Bachelor,Female,2014,0
117053,28,58383.0,58383.0,1019,18,15118.9,Aurora,74994.0,British Columbia,Married,Bachelor,Female,2014,0
117169,27,43045.0,43045.0,471,18,8417.1,Aurora,55144.0,British Columbia,Married,Bachelor,Female,2013,0
117219,31,52646.0,52646.0,1575,18,2750.71,Star,69803.0,Ontario,Divorced,Bachelor,Male,2014,0
117240,10,17819.0,17819.0,0,18,8476.08,Aurora,52528.0,Ontario,Married,Bachelor,Female,2017,0
117333,45,59094.0,59094.0,509,18,23813.52,Star,96798.0,Nova Scotia,Married,Bachelor,Female,2012,0
117342,32,38360.0,38360.0,929,18,8400.79,Star,47178.0,British Columbia,Divorced,Bachelor,Female,2016,0
117408,31,60692.0,60692.0,0,18,5099.51,Aurora,73544.0,Saskatchewan,Married,College,Female,2016,0
117456,40,55915.0,55915.0,944,18,5170.03,Star,73544.0,Alberta,Married,College,Female,2015,0
117460,24,29594.0,29594.0,935,18,8203.22,Nova,60148.0,Quebec,Divorced,Bachelor,Female,2014,0
117482,28,35963.0,53944.5,511,5,2869.74,Nova,53563.0,New Brunswick,Married,Bachelor,Male,2018,0
117618,27,35820.0,35820.0,1177,18,4082.7,Star,67024.0,Newfoundland,Married,High School or Below,Male,2012,0
117782,40,62428.0,62428.0,1268,18,23207.25,Star,97704.0,British Columbia,Divorced,Bachelor,Female,2014,0
117910,27,39120.0,39120.0,0,18,9732.58,Star,59917.0,British Columbia,Married,Bachelor,Male,2015,0
117915,27,34536.0,51804.0,0,5,2605.57,Star,75996.0,British Columbia,Married,Bachelor,Female,2018,0
117932,16,24130.0,24130.0,572,18,5608.32,Star,81063.0,Ontario,Single,Bachelor,Female,2014,0
118076,30,47886.0,47886.0,1178,18,5176.16,Star,98844.0,Ontario,Divorced,Bachelor,Female,2015,0
118320,33,51616.0,51616.0,965,18,8005.96,Nova,78268.0,Ontario,Married,Bachelor,Female,2014,0
118332,30,49614.0,49614.0,0,18,5514.34,Star,48896.0,Alberta,Single,Bachelor,Female,2015,0
118355,10,13291.0,13291.0,0,18,2395.57,Star,198691.0,Quebec,Divorced,Doctor,Female,2017,0
118365,21,33195.0,33195.0,934,18,5838.9,Star,91239.0,Quebec,Married,Bachelor,Male,2012,0
118376,8,10291.0,10291.0,487,18,20455.25,Aurora,73544.0,British Columbia,Married,College,Female,2017,1
118379,22,33860.0,33860.0,0,18,6775.92,Nova,51923.0,New Brunswick,Married,Bachelor,Female,2014,0
118418,24,29563.0,44344.5,355,5,5442.74,Aurora,50847.0,Quebec,Married,Bachelor,Male,2018,0
118612,13,18475.0,18475.0,0,18,7868.81,Nova,73544.0,Ontario,Married,College,Female,2017,0
118628,34,57729.0,57729.0,412,18,2715.69,Star,62006.0,Ontario,Married,High School or Below,Female,2016,0
118632,37,63181.0,63181.0,463,18,5308.25,Aurora,73544.0,Ontario,Single,College,Female,2016,0
118675,31,47718.0,47718.0,0,18,8708.28,Nova,53925.0,Ontario,Married,Bachelor,Male,2016,0
118729,9,11777.0,11777.0,0,18,2691.6,Star,56130.0,Quebec,Married,Bachelor,Male,2017,1
118864,25,44353.0,44353.0,0,18,44771.3,Star,73544.0,Ontario,Married,College,Female,2016,0
119009,30,49115.0,49115.0,0,18,7988.51,Aurora,74544.0,Ontario,Married,Bachelor,Male,2012,0
119015,3,7428.0,7428.0,0,18,8010.97,Aurora,69964.0,British Columbia,Married,Bachelor,Female,2018,0
119135,25,34320.0,34320.0,1664,18,2496.17,Star,67862.0,British Columbia,Divorced,Bachelor,Female,2013,0
119198,20,15260.0,22890.0,0,5,2659.71,Star,73544.0,Quebec,Divorced,College,Male,2018,0
119200,21,33321.0,33321.0,513,18,3903.8,Star,69835.0,British Columbia,Divorced,Bachelor,Female,2017,0
119460,24,32188.0,32188.0,696,18,8047.41,Aurora,297762.0,British Columbia,Married,Doctor,Female,2016,0
119488,23,31244.0,31244.0,0,18,4108.26,Star,73544.0,Quebec,Single,College,Female,2017,0
119519,25,43518.0,43518.0,417,18,4874.67,Nova,81276.0,Manitoba,Married,Bachelor,Female,2013,0
119633,22,32915.0,32915.0,753,18,7256.58,Aurora,53166.0,Newfoundland,Married,Bachelor,Male,2014,0
119634,28,53795.0,80692.5,0,5,2300.69,Star,114838.0,Saskatchewan,Divorced,Master,Female,2018,0
119638,17,20256.0,30384.0,0,5,6409.63,Nova,73544.0,British Columbia,Single,College,Female,2018,0
119731,34,56781.0,56781.0,2071,18,10103.66,Nova,66055.0,Ontario,Single,Bachelor,Female,2014,0
119837,25,43300.0,43300.0,1813,18,4774.75,Star,73544.0,British Columbia,Single,College,Male,2014,0
119845,30,31433.0,31433.0,0,18,2588.86,Star,65690.0,Quebec,Married,Bachelor,Female,2014,0
119997,31,47474.0,47474.0,664,18,2514.28,Star,50013.0,Yukon,Divorced,Bachelor,Male,2017,0
120046,12,14622.0,14622.0,0,18,4314.17,Star,56411.0,New Brunswick,Married,Bachelor,Female,2017,0
120126,14,20446.0,20446.0,479,18,8098.97,Aurora,73544.0,Ontario,Divorced,College,Male,2017,0
120140,35,56097.0,56097.0,383,18,6721.89,Nova,58623.0,Quebec,Married,Bachelor,Male,2015,0
120164,32,42646.0,42646.0,617,18,13024.13,Nova,73544.0,New Brunswick,Single,College,Female,2014,0
120192,29,40108.0,40108.0,924,18,9701.03,Aurora,65324.0,British Columbia,Married,Bachelor,Female,2013,0
120393,24,33940.0,33940.0,610,18,2453.57,Star,80919.0,Quebec,Single,High School or Below,Female,2016,0
120434,19,23167.0,23167.0,1135,18,7611.95,Aurora,97949.0,Ontario,Married,Bachelor,Female,2017,0
120554,25,41430.0,41430.0,1733,18,4055.4,Nova,73544.0,Quebec,Single,College,Male,2013,0
120583,30,46381.0,46381.0,802,18,7539.6,Aurora,73544.0,British Columbia,Single,College,Male,2012,0
120594,41,68360.0,68360.0,1609,18,5994.23,Star,62537.0,British Columbia,Married,Bachelor,Female,2016,0
120799,16,24145.0,24145.0,371,18,5678.05,Star,73544.0,Ontario,Married,College,Male,2017,0
120868,26,36427.0,36427.0,0,18,6862.87,Nova,73455.0,Quebec,Divorced,Bachelor,Female,2017,0
121095,22,32005.0,32005.0,514,18,5148.65,Star,69278.0,British Columbia,Married,Bachelor,Female,2014,0
121139,31,46755.0,46755.0,1262,18,14435.67,Aurora,76456.0,British Columbia,Married,Bachelor,Female,2016,0
121183,37,55116.0,55116.0,0,18,7427.5,Star,53016.0,Quebec,Single,Bachelor,Female,2014,0
121236,7,10757.0,10757.0,1027,18,4984.62,Star,95061.0,British Columbia,Married,Bachelor,Female,2017,1
121351,11,14671.0,22006.5,0,5,28421.57,Aurora,63228.0,Ontario,Divorced,Bachelor,Female,2018,1
121410,45,71722.0,71722.0,1408,18,3781.69,Nova,65986.0,Quebec,Married,Bachelor,Male,2014,0
121605,37,61636.0,61636.0,414,18,9710.29,Star,56193.0,British Columbia,Single,Bachelor,Female,2014,0
121710,31,38856.0,38856.0,451,18,5639.94,Nova,85447.0,Quebec,Married,Bachelor,Female,2014,0
121737,18,30038.0,30038.0,735,18,8960.28,Nova,84551.0,Ontario,Single,Bachelor,Female,2016,0
121856,10,15258.0,15258.0,0,18,22658.54,Nova,113785.0,Saskatchewan,Married,Master,Male,2017,0
121919,15,27686.0,27686.0,1007,18,7764.27,Nova,74655.0,British Columbia,Married,Bachelor,Male,2017,0
121935,21,28287.0,28287.0,0,18,4878.83,Star,299560.0,Yukon,Married,Doctor,Female,2015,0
122009,15,26603.0,26603.0,775,18,4035.68,Nova,47536.0,Quebec,Married,Bachelor,Male,2012,0
122020,38,55152.0,55152.0,3969,18,7822.3,Nova,56759.0,Ontario,Divorced,Bachelor,Male,2015,0
122049,24,33450.0,33450.0,757,18,3794.96,Nova,101393.0,British Columbia,Married,Master,Female,2012,0
122094,18,20554.0,20554.0,1251,18,2726.39,Star,67059.0,British Columbia,Married,Bachelor,Male,2014,0
122166,33,51489.0,51489.0,460,18,5737.23,Star,73218.0,Ontario,Married,Bachelor,Female,2016,0
122283,21,37457.0,37457.0,1558,18,10899.3,Aurora,74727.0,Ontario,Married,Bachelor,Male,2015,0
122357,20,28291.0,28291.0,0,18,22399.13,Star,89345.0,Quebec,Married,Bachelor,Female,2013,0
122456,25,50300.0,50300.0,777,18,6915.73,Star,102601.0,Alberta,Married,Bachelor,Male,2017,0
122519,15,31238.0,46857.0,0,5,30081.37,Star,49927.0,Nova Scotia,Married,Bachelor,Male,2018,0
122545,16,23024.0,23024.0,921,18,9490.41,Nova,73544.0,Ontario,Single,College,Female,2017,0
122577,27,38839.0,38839.0,585,18,3791.55,Nova,62063.0,Nova Scotia,Married,Bachelor,Male,2014,0
122685,23,37099.0,37099.0,795,18,3314.55,Nova,78434.0,Ontario,Married,Bachelor,Female,2016,0
122797,24,48240.0,72360.0,0,5,5946.67,Aurora,59374.0,Ontario,Divorced,Bachelor,Male,2018,0
122890,31,50063.0,50063.0,457,18,7785.0,Nova,64760.0,Alberta,Married,Bachelor,Female,2015,0
122946,24,26970.0,26970.0,0,18,5505.69,Nova,101984.0,Ontario,Married,Bachelor,Male,2017,0
122958,43,61719.0,61719.0,1168,18,4430.57,Star,49512.0,Nova Scotia,Married,Bachelor,Male,2016,0
123083,36,49140.0,49140.0,770,18,5548.03,Star,81518.0,Ontario,Divorced,Bachelor,Male,2016,0
123094,12,22223.0,22223.0,337,18,4103.85,Star,92223.0,British Columbia,Married,Bachelor,Female,2018,0
123115,21,19455.0,19455.0,1525,18,8646.5,Star,78830.0,British Columbia,Married,Bachelor,Female,2012,0
123164,25,35945.0,35945.0,467,18,5619.69,Nova,73544.0,British Columbia,Married,College,Female,2015,0
123344,23,31847.0,31847.0,1536,18,9102.9,Aurora,85880.0,Ontario,Married,Bachelor,Male,2016,0
123393,17,25858.0,25858.0,0,18,5963.82,Aurora,100776.0,British Columbia,Married,Bachelor,Female,2013,0
123420,29,45699.0,45699.0,1172,18,9540.92,Aurora,70946.0,British Columbia,Married,Bachelor,Female,2015,0
123525,34,57585.0,57585.0,466,18,41787.9,Aurora,65997.0,Manitoba,Divorced,Bachelor,Female,2015,0
123586,28,39526.0,39526.0,719,18,2813.51,Star,68785.0,Quebec,Married,Bachelor,Male,2014,0
123667,13,19532.0,19532.0,491,18,2393.81,Star,74522.0,Nova Scotia,Divorced,Bachelor,Male,2013,0
123668,41,60652.0,60652.0,955,18,10387.25,Star,229165.0,Ontario,Married,Doctor,Male,2014,0
123697,23,31397.0,31397.0,0,18,2767.59,Nova,73544.0,Ontario,Married,College,Male,2014,0
123702,22,25693.0,25693.0,910,18,2449.79,Star,64588.0,Ontario,Single,Bachelor,Male,2013,0
123727,4,8308.0,8308.0,0,18,22721.24,Nova,51591.0,New Brunswick,Married,Bachelor,Female,2018,0
123773,22,22551.0,22551.0,363,18,7094.16,Nova,85235.0,Quebec,Married,Bachelor,Male,2012,0
123908,18,30052.0,30052.0,668,18,3383.45,Nova,73544.0,Quebec,Single,College,Male,2012,0
123944,16,28913.0,28913.0,320,18,7451.48,Aurora,73479.0,Nova Scotia,Married,High School or Below,Male,2017,0
124038,38,63924.0,63924.0,370,18,12302.76,Nova,63970.0,Ontario,Married,Bachelor,Female,2015,0
124056,26,38737.0,38737.0,526,18,12036.62,Nova,64417.0,Newfoundland,Single,Bachelor,Female,2016,0
124085,19,20302.0,20302.0,482,18,2725.32,Star,64854.0,Nova Scotia,Married,Bachelor,Male,2017,0
124088,32,55030.0,55030.0,0,18,13770.98,Nova,75231.0,British Columbia,Single,Bachelor,Male,2017,0
124119,16,19694.0,19694.0,571,18,11413.44,Star,73544.0,Ontario,Married,College,Male,2012,0
124355,27,40867.0,40867.0,1219,18,4115.58,Nova,70254.0,Ontario,Married,Bachelor,Female,2013,0
124678,37,62863.0,62863.0,304,18,3954.34,Star,152955.0,Nova Scotia,Married,Doctor,Male,2013,0
124761,36,66340.0,66340.0,0,18,10546.66,Aurora,64046.0,Nova Scotia,Married,Bachelor,Female,2014,0
125068,20,20660.0,30990.0,0,5,4064.18,Star,19464.0,British Columbia,Married,Bachelor,Female,2018,0
125300,32,45703.0,45703.0,906,18,5583.58,Star,88198.0,British Columbia,Married,Bachelor,Male,2016,0
125393,28,29166.0,29166.0,1516,18,15120.21,Star,47021.0,Manitoba,Single,Bachelor,Male,2014,0
125919,22,29319.0,29319.0,0,18,6689.02,Nova,73602.0,Quebec,Married,Bachelor,Male,2016,0
125969,31,56470.0,56470.0,569,18,2694.6,Star,51476.0,British Columbia,Married,Bachelor,Male,2016,0
125996,22,27406.0,27406.0,858,18,4512.2,Star,73544.0,British Columbia,Single,College,Female,2013,0
126097,32,34697.0,34697.0,1183,18,4551.06,Star,73544.0,Ontario,Single,College,Male,2015,0
126216,23,33085.0,33085.0,524,18,4969.53,Star,77542.0,Ontario,Married,Bachelor,Female,2012,0
126219,24,26279.0,26279.0,727,18,6846.15,Nova,73544.0,Alberta,Divorced,College,Male,2014,0
126239,18,25435.0,25435.0,1035,18,7109.34,Star,99537.0,Quebec,Married,Bachelor,Female,2012,0
126262,39,54250.0,54250.0,0,18,5720.77,Aurora,62472.0,Ontario,Married,Bachelor,Female,2013,0
126424,25,31837.0,31837.0,0,18,16355.31,Nova,80289.0,Quebec,Divorced,High School or Below,Male,2015,0
126466,29,41232.0,41232.0,2083,18,14024.36,Nova,91817.0,Quebec,Married,Bachelor,Male,2012,0
126490,25,32453.0,32453.0,1113,18,2486.43,Star,73544.0,Ontario,Single,College,Male,2014,1
126581,39,62547.0,62547.0,1564,18,10546.66,Aurora,64046.0,Quebec,Married,Bachelor,Female,2015,0
126665,32,48876.0,48876.0,2046,18,4825.26,Nova,73544.0,British Columbia,Single,College,Female,2016,0
127039,39,55870.0,55870.0,1019,18,11274.91,Nova,73544.0,British Columbia,Single,College,Male,2013,0
127127,33,44123.0,44123.0,0,18,7644.68,Star,74090.0,Quebec,Married,High School or Below,Female,2015,0
127128,12,22645.0,22645.0,1545,18,5077.32,Aurora,73544.0,Alberta,Single,College,Female,2017,0
127137,34,55461.0,55461.0,2694,18,2609.53,Star,76396.0,British Columbia,Married,Bachelor,Male,2013,0
127185,26,37253.0,37253.0,0,18,6846.15,Aurora,73544.0,Quebec,Divorced,College,Male,2016,0
127241,6,12642.0,12642.0,0,18,5206.12,Nova,70418.0,Ontario,Married,Bachelor,Female,2018,0
127279,27,32118.0,32118.0,370,18,11131.57,Aurora,73544.0,Quebec,Married,College,Female,2013,0
127289,22,32737.0,32737.0,2052,18,2776.63,Nova,73544.0,British Columbia,Single,College,Male,2013,0
127311,24,40637.0,40637.0,570,18,7937.06,Aurora,48636.0,Alberta,Married,Bachelor,Male,2014,0
127350,34,44176.0,44176.0,0,18,10614.64,Nova,51775.0,Ontario,Divorced,High School or Below,Male,2014,0
127400,24,33105.0,33105.0,528,18,3914.72,Star,73544.0,British Columbia,Single,College,Female,2014,0
127410,25,27989.0,27989.0,0,18,2701.49,Star,87747.0,Alberta,Married,Bachelor,Female,2016,0
127590,23,38780.0,38780.0,528,18,4582.9,Star,80927.0,Quebec,Married,Bachelor,Male,2017,0
127645,37,57855.0,57855.0,929,18,2195.3,Star,73544.0,British Columbia,Single,College,Male,2016,0
127663,32,61177.0,61177.0,937,18,2034.99,Star,73544.0,British Columbia,Single,College,Female,2012,0
127725,18,32024.0,32024.0,330,18,2242.57,Star,73544.0,Ontario,Single,College,Male,2015,0
127785,30,50557.0,50557.0,0,18,2552.0,Star,68641.0,British Columbia,Married,Bachelor,Male,2014,0
127827,12,20186.0,20186.0,486,18,7284.45,Nova,64546.0,Ontario,Married,Bachelor,Female,2013,0
127882,26,46245.0,46245.0,993,18,7716.44,Aurora,73544.0,Ontario,Single,College,Female,2016,0
127946,29,48692.0,48692.0,664,18,3746.75,Nova,62259.0,British Columbia,Married,Bachelor,Female,2016,0
127966,16,30940.0,30940.0,0,18,2217.66,Star,73544.0,British Columbia,Divorced,College,Female,2016,0
128007,39,52645.0,52645.0,1987,18,5160.25,Nova,95606.0,Quebec,Married,Bachelor,Male,2016,0
128032,7,9834.0,9834.0,494,18,2530.71,Star,97363.0,Quebec,Single,Bachelor,Male,2017,0
128039,36,51108.0,51108.0,635,18,4474.48,Star,94052.0,Saskatchewan,Married,Bachelor,Male,2014,0
128041,21,39067.0,39067.0,0,18,8000.55,Star,78617.0,Ontario,Married,Bachelor,Female,2016,0
128156,49,69691.0,69691.0,1081,18,36470.3,Star,73544.0,Ontario,Married,College,Male,2014,0
128210,27,34796.0,34796.0,0,18,2175.62,Star,73544.0,Ontario,Single,College,Male,2012,0
128280,19,28697.0,28697.0,0,18,3979.28,Star,63103.0,Ontario,Married,Bachelor,Female,2016,0
128325,17,25595.0,25595.0,1020,18,3336.22,Nova,166533.0,Manitoba,Married,Doctor,Female,2017,0
128459,34,41519.0,41519.0,980,18,25807.06,Nova,84015.0,Nova Scotia,Married,Bachelor,Female,2015,0
128467,30,48015.0,48015.0,3067,18,8209.05,Nova,88458.0,British Columbia,Married,Bachelor,Male,2014,0
128475,21,20933.0,20933.0,1212,18,5561.29,Aurora,99724.0,British Columbia,Divorced,Bachelor,Female,2013,0
128534,24,35517.0,35517.0,500,18,8501.65,Aurora,73544.0,British Columbia,Single,College,Male,2013,0
128587,18,22996.0,22996.0,1028,18,19834.2,Nova,80194.0,Ontario,Married,Bachelor,Female,2017,0
128611,33,39914.0,39914.0,953,18,9521.68,Star,86483.0,Nova Scotia,Married,Bachelor,Male,2014,0
128633,19,30806.0,30806.0,1994,18,3702.63,Nova,56594.0,Ontario,Single,Bachelor,Female,2013,0
128754,14,20493.0,20493.0,0,18,5316.64,Star,65462.0,New Brunswick,Divorced,Bachelor,Male,2014,1
128789,30,48121.0,48121.0,525,18,2227.07,Star,127574.0,Alberta,Married,Master,Female,2015,0
128950,29,48809.0,48809.0,340,18,6031.52,Nova,68157.0,British Columbia,Single,Bachelor,Female,2014,0
128975,27,28314.0,28314.0,426,18,15261.41,Aurora,75663.0,Ontario,Married,Bachelor,Male,2017,0
129030,35,46081.0,46081.0,1525,18,3580.08,Nova,83990.0,British Columbia,Married,Bachelor,Female,2016,0
129343,27,36936.0,36936.0,379,18,4463.0,Nova,73544.0,Yukon,Single,College,Female,2013,0
129409,24,39090.840000003576,58636.260000005364,0,5,12036.62,Nova,64417.0,Quebec,Single,Bachelor,Male,2018,0
129429,35,53620.0,53620.0,793,18,4709.52,Star,73544.0,British Columbia,Single,College,Female,2016,0
129434,27,35162.0,35162.0,374,18,4474.48,Nova,94052.0,Nova Scotia,Married,Bachelor,Male,2016,0
129510,21,28268.0,28268.0,0,18,5510.11,Star,76837.0,British Columbia,Married,Bachelor,Female,2013,0
129515,17,22343.0,22343.0,0,18,4820.7,Star,52302.0,Ontario,Married,Bachelor,Female,2012,0
129555,30,43153.0,43153.0,1232,18,2620.9,Star,60648.0,Quebec,Divorced,Bachelor,Female,2015,0
129817,21,23412.0,23412.0,0,18,2581.11,Star,53681.0,Ontario,Married,Bachelor,Male,2012,0
129827,23,31676.0,31676.0,0,18,16460.08,Nova,133881.0,Ontario,Divorced,Doctor,Female,2013,0
129914,21,29559.0,29559.0,1117,18,6005.03,Nova,68180.0,British Columbia,Married,High School or Below,Female,2015,0
129976,24,40955.0,40955.0,2262,18,6519.29,Nova,60295.0,Quebec,Married,Bachelor,Male,2016,0
130032,1,1898.0,2847.0,0,5,25640.24,Nova,330419.0,New Brunswick,Married,Doctor,Female,2018,0
130077,22,22137.0,22137.0,417,18,15956.52,Aurora,76652.0,British Columbia,Married,Bachelor,Male,2013,0
130086,32,48871.0,48871.0,593,18,2685.9,Star,74470.0,Quebec,Married,Bachelor,Female,2017,0
130208,36,54640.0,54640.0,0,18,12827.43,Nova,73544.0,British Columbia,Single,College,Male,2013,0
130326,15,22038.0,22038.0,0,18,5175.29,Aurora,73544.0,Manitoba,Married,College,Female,2014,0
130331,11,16331.0,16331.0,0,18,2862.73,Nova,79207.0,Nova Scotia,Divorced,Bachelor,Female,2016,0
130368,26,37373.0,37373.0,350,18,4591.63,Star,92859.0,Ontario,Married,Bachelor,Male,2013,0
130419,32,46734.0,46734.0,678,18,3644.83,Nova,92259.0,British Columbia,Married,Bachelor,Male,2014,0
130439,12,15144.0,15144.0,0,18,2678.06,Star,84922.0,Alberta,Married,Bachelor,Female,2017,1
130446,20,32871.840000003576,49307.760000005364,0,5,5907.15,Star,73544.0,British Columbia,Married,College,Female,2018,0
130497,4,5615.0,8422.5,0,5,5928.75,Nova,61565.0,Ontario,Married,Bachelor,Female,2018,0
130548,32,40901.0,40901.0,1032,18,3265.16,Nova,50800.0,British Columbia,Divorced,Bachelor,Male,2014,0
130593,25,42282.0,42282.0,646,18,8940.58,Star,101680.0,Quebec,Married,Bachelor,Male,2014,0
130823,18,27063.0,27063.0,0,18,2656.0,Star,55173.0,British Columbia,Divorced,Bachelor,Male,2012,0
130953,37,51681.0,51681.0,1670,18,4386.28,Star,72027.0,Ontario,Single,Master,Male,2016,0
131001,23,30906.0,30906.0,1120,18,7659.72,Star,73544.0,Ontario,Single,College,Male,2015,0
131036,18,27414.0,27414.0,0,18,8016.75,Aurora,92516.0,Quebec,Married,Bachelor,Male,2016,0
131047,53,86636.0,86636.0,996,18,2647.52,Star,59622.0,British Columbia,Single,Bachelor,Male,2016,0
131098,30,39200.0,39200.0,1064,18,16510.97,Nova,54851.0,Manitoba,Married,Bachelor,Male,2012,0
131228,21,27255.0,27255.0,367,18,4476.81,Nova,73544.0,Nova Scotia,Divorced,College,Male,2017,0
131253,33,55840.0,55840.0,432,18,19327.87,Aurora,73796.0,Ontario,Single,Bachelor,Male,2013,1
131257,28,52285.0,52285.0,463,18,2642.93,Star,74882.0,Quebec,Married,Bachelor,Male,2014,0
131321,32,50343.0,50343.0,0,18,11763.15,Aurora,52428.0,Ontario,Married,Bachelor,Male,2016,0
131342,32,53048.0,53048.0,1112,18,10581.28,Aurora,63015.0,Newfoundland,Married,Bachelor,Female,2016,0
131463,42,60305.0,60305.0,0,18,4128.09,Star,55406.0,British Columbia,Married,Bachelor,Male,2013,0
131558,25,39232.0,39232.0,1481,18,2706.61,Star,65871.0,New Brunswick,Divorced,High School or Below,Male,2017,0
131560,24,49238.0,49238.0,1130,18,14642.14,Nova,74027.0,Ontario,Married,Bachelor,Female,2012,0
131673,30,44979.0,44979.0,1742,18,3245.33,Nova,65885.0,British Columbia,Married,Bachelor,Female,2016,0
131680,21,33164.0,33164.0,476,18,7805.31,Aurora,105487.0,British Columbia,Divorced,Master,Male,2015,0
131721,30,35183.0,35183.0,426,18,9886.66,Aurora,64701.0,Ontario,Married,Bachelor,Female,2017,0
